ean,codigo_interno_coope
7791600619251,305086
7791293032498,324072
7791600066444,354007
7791905023746,311914
7791600022020,310524
7898422746827,119414
4005900683830,317854
7794218106564,312599
7791293046884,307862
7891024034781,307358
7891150026025,303303
7798339190112,305398
7798339190051,305394
7509546683386,307413
7791293046891,307861
7891150046481,303547
7790990000878,306670
7794218000190,312601
7891010035976,254205
7891150025998,303304
7509546683379,307412
7891024034897,317573
7791293046877,307863
7798339190082,305397
7798140259442,304625
7794218000152,312598
7509546683409,307415
7794218000183,312590
7891150035881,303318
7794218106557,312591
7798339190075,305395
7891150035874,303306
7509546070988,303928
7791293046136,307867
7891024027226,305050
7791293046112,307864
7891024027257,305047
7891150025981,303307
7891024028995,305327
7791293041865,306376
7509546053776,249568
7790740000455,306936
7791600037123,393398
7791600603137,306211
7791600018122,445883
7791600044053,233418
7790740000431,306934
7791600028015,344362
7791600040147,178951
7791600050092,300314
7791600087012,232209
7791600024017,303939
7791600024680,696647
7791600173029,238811
7791600596248,305169
7791600668518,152472
7791600619145,305085
7798140256168,307354
8002990292139,254447
7794728011174,683531
7506460101057,319271
7791580005082,386588
7794728013840,302720
7791580005051,323349
7791580002029,323357
7805010002135,225241
7794728011273,683558
8002990292092,254448
7794728001120,683540
7791580005143,305403
7791580005068,683370
7791580003040,323209
7804923066418,310332
7798339190433,307462
7790010002806,308113
7794626011498,306682
7790010002790,308112
7790010002813,308029
7790010002851,308873
7790010002837,308033
7790010002820,308032
7790010002882,308034
7790770601998,308624
7790010002844,308119
7790770601875,308628
7790010002905,308122
7790770602049,311739
7790770601974,308623
7790770602032,308626
7790770602209,308622
7790770602186,310349
7793620003553,307958
7790940233257,312518
7790770602001,310346
7790250097501,307481
7790770602056,311738
4006000016719,310014
7790770602193,311742
4005808944385,307174
7793008017998,308988
7793742004681,307143
7793742003790,307127
7319470066793,304272
7793008018131,308995
4006000016740,310016
7793008018025,308989
7791274002830,303768
7793008017950,308984
7702003008511,309438
7793008017981,308985
7793008017967,321238
7793008018032,308990
7793742003738,303752
7793742004735,306014
7793742003776,303748
7793742004759,319917
7793008018100,308993
7793742024627,310428
4005900954541,317847
7790416066426,223057
7790416066525,223058
7791274005329,297886
7791274005275,307725
7790416018616,310012
7790416066624,223059
7790416066631,223062
7791274198052,310510
7891010254773,306110
7891010254780,306111
7891010254797,306146
7891010254766,306447
7702026194703,307842
7702026194697,307841
7702425543966,321405
7500435229562,307946
7790010002769,308118
7891010254803,306824
7790010002776,308040
7500435229517,309376
7790010002653,308121
7790770601912,308629
7794626010842,305799
7790010002615,308871
7794626010828,305933
7500435229500,309375
7790010003162,310423
7790010002752,308039
7790770601851,308634
7790010002677,308041
7500435229494,309374
7790010003179,310424
7500435229487,309373
7500435229609,309379
7790010002721,308116
7790010002646,308114
7790770601899,308632
7794626011566,306955
7790010002738,308117
7790010002783,308042
7500435229654,309380
7790010002707,308115
7790010002714,308043
7790010003186,310426
7790010002639,308036
7790770602070,308619
7790770602087,308620
7790010002622,308035
7790940216212,304900
7790940518026,312510
7790940518033,312511
7790770601882,310342
7891010976262,304068
7790010002745,308038
7798140257547,308168
7798140253372,304963
7798140259978,304966
7798140259985,304965
4005900086426,298275
7798140255024,306676
7501027232311,364312
7899706194273,313199
7798140257554,308166
4005900806161,306268
4005900938534,317852
7509552912005,303250
7509552912012,303251
7891010251048,307956
7798140257530,308167
7509552844047,313200
7891010245214,304447
7509552905137,213418
7501056325442,235904
7501056330309,303499
3600542326414,305231
7793742005039,307878
7793742007576,446932
7509552849646,306902
7793742007583,190579
7798140257578,308172
7798140257592,308169
7891010099725,303474
4005900713629,317067
7891010253844,306961
7509552905366,213415
7509552796131,317433
7509552911992,303249
7793742002922,190425
4005900773821,306264
7793742007897,182892
7509552455557,304259
7798140250371,304640
7798140257561,308171
7501054541172,317851
4005900773838,306267
4005900359261,306968
7501056324889,302997
7509552800098,304096
7891010245160,304214
7790773008473,216052
7790773008435,307509
7793742007415,307876
7793742007934,318545
4005900773845,306265
7509552798005,313202
7509552842319,321328
7702018072477,197652
7702018983872,242466
7702018001071,157221
7500435178570,307803
7500435211635,307937
7702018072392,197665
7500435219334,307940
7500435225366,307938
7500435219648,307766
7506339315905,252408
7500435224604,307768
7500435219655,307765
7506339337525,242483
7702018983902,242481
7500435173100,307485
7500435204026,309416
7702018874729,128947
7702018072408,197667
7702018053469,307767
7500435178587,307804
4005808229123,304316
7500435173223,307486
7702018874750,128948
7702018037865,304278
7702018037896,304279
7506339315486,252407
8715200813061,152147
7500435219662,307770
7500435144223,304877
7702018874781,128949
7500435144230,304878
7500435125239,298431
7506339337532,242486
7500435160674,306415
7506339389500,314640
7506339337549,315880
8412300813006,152078
7891024183083,134447
7501843502926,307757
7891024183120,301611
7794640171758,304869
7794640171741,303282
7794640171765,303281
7794640171703,320019
7891024183182,307357
5900273001566,301201
7591083011098,302605
7509546073453,303910
7798142356392,307976
7702010631207,173535
7891024116128,303571
7793100151224,233656
7753442000390,317768
7798142356385,306375
3014260019723,303722
7794640172984,320018
7501086494262,306618
7501086453955,248147
7794640171697,307706
7702010630422,302111
7891024131183,307744
7891024136409,303394
7891024030806,307752
7891010255374,309502
7891010255350,308876
7891010255312,309499
7891024130940,233312
7509546686615,316950
7509546686622,316951
7509546679617,307743
7509546686042,308001
7891010255244,309498
7891010255282,309483
7891010255381,309503
7891024034095,303594
7509546686509,307783
7793100111891,243896
7896015520045,303793
7798142351205,306403
7891024005064,316949
7891024135020,245023
7509546686523,307782
7509546687292,307740
7891024123027,187010
7509546654034,305059
7509546056098,220703
7506295388487,223043
7509546066776,696073
7891037744257,362573
7500435127363,304019
7896009419324,303391
7509546651057,305046
7896009419294,176802
7891024131909,304287
7891024123362,304575
5054563054975,307119
7896009498091,307594
7509546668055,305531
7896009498589,310189
7896015527457,197061
7798142350222,307975
7509546667577,306152
7891024124628,215175
7896015527433,305045
7790139003807,219323
7790139101053,286361
7790139000288,211849
7790139003654,188195
7790139000400,219324
7702003010781,307350
7501054550044,311280
7702003010774,317843
4005900942791,317842
7501054542896,321252
7501054550563,317844
7791519702105,193069
7702003010743,317068
7791519704642,306178
7702003010736,306417
7798171946502,305025
7791519704659,306181
7791519704635,306182
7791519704604,307037
7791014001536,226850
7790940410252,312503
7702026174156,307923
7791014001512,230117
7896007552955,308055
7702026174149,307924
7790940515063,696529
7896007552962,308057
7790940410245,312502
4058075776432,275267
4058075776456,275257
4058075780477,293013
7792798015061,323121
7791813828464,309355
4058075776401,275266
7792798014873,312909
4058075776579,275265
7792798014835,315760
7791813888468,312052
7792798013470,285932
7793147574093,318320
7793147573737,214674
7790950147926,317392
7791843009116,236432
7790580143237,314372
7790580143008,314377
7791813888413,312051
7790314080203,313004
7793147573546,311052
7791813444411,309356
7790314080159,313002
7790314063824,284969
7792798015023,315759
7791200200781,110698
7790168904502,311066
7791203003341,293993
7791200000626,262908
7790168904373,311064
7793147573683,315751
7790314079924,313001
7790975204215,947229
7610113025024,315735
7791813403029,311007
7790290101756,310411
7790040143364,311230
7790975204154,278189
7790290101787,321402
7802175001065,294218
7798324540106,313960
7790040143234,311226
7790040143524,311937
7790040143944,312905
7790040144095,311216
7790580146115,311475
7790040144088,311935
7790040137837,291902
7790040143920,315329
7790040143937,312904
7790580138738,311473
7790580138868,311474
7790040143807,312472
7790040143227,311225
7790040143241,311228
7790070562265,221868
7790040143784,312473
7898024395867,208827
7794000008557,311087
7790040143265,312158
7613036069724,271511
7798343751521,321387
7790040145337,313301
7790040143777,312471
7790040143500,311224
7794000008540,311086
7793890258769,713375
7790070432964,310145
7790040144125,312902
7790580147242,312492
7793890258776,713377
7793890258783,713378
7790070432858,317955
7790070433091,309318
7793890261493,716362
7793890261486,716361
7790070433114,296059
7793890258752,714376
7891000392775,312508
7790040143555,312484
7790070432971,311153
7891000421390,317192
7790040144033,312903
7891000421451,317580
7891000421093,317193
7798128000677,294538
7790070336675,318294
7891000434239,317190
7792180143280,308653
7798187211885,316793
7794000008533,311085
7790070322081,321324
7790070507358,221397
7798095172384,313951
7790580151713,317796
7793890260892,715975
7790070507341,221396
7790580151690,317794
7790580118617,317795
7798128000684,294541
7896004009186,312124
7790070432995,311171
7790070433015,311158
7790310985571,299330
7790580143718,317804
7793890261233,716036
7891000421574,322363
7790070433008,311156
7790710334757,315546
7790580152215,317798
7790070431745,309315
7790070336965,311169
7791120099762,294333
7793890261523,717295
7793890261196,716038
7622202328947,271350
7790040142503,311214
7793890262407,717442
7794000008519,311083
7791568000719,299522
7790070337108,311149
7790670052500,714856
7798151953407,299825
7790670051985,709812
7798143590115,144156
7798143590085,704717
7798010462002,179715
7798143590306,717429
7791337010413,717434
7791337010420,717433
7791337009943,716801
7791337009950,716800
7791337010369,717399
7791337010208,717435
7791337010307,717431
7791337009677,716433
7791620187860,714669
7791337010314,717432
7791337010260,717437
7791337010376,717402
7791337010093,716805
7791337008564,715043
7791337010437,717438
7791337009967,716803
7791337010192,717408
7793890258264,712890
7793890258288,712891
7793890258271,712893
7791337010185,717407
7793913013993,715592
7791337010536,717427
7791337010451,717426
7794820903230,715483
7791337007932,714603
7791337010482,717422
7791337009387,715307
7791337010499,717421
7791337008571,715044
7791337009424,715342
7791337009356,715306
7791337008588,715019
7791337007949,714605
7791337010635,717611
7791337009639,715479
7790742624109,322251
7793913014013,716519
7790742340900,713447
7791337009400,715197
7791337010604,717603
7793913013986,715591
7790070036025,713424
7793913013818,716517
7791337010666,717608
7790742387806,322961
7791337010291,717441
7790742340108,709381
7793913014020,716521
7791337010574,717607
7791337010581,717605
7791337007901,714601
7794820903483,716556
7798136870743,715550
7791337010659,717610
7790742661333,716890
7791337010673,717615
7791337010680,717616
7794820903490,716557
7794820903216,715455
7791337010611,717612
7791337010642,717609
7791337010628,717613
7790990003787,316048
7790990003220,313514
7791828900186,322665
7790520028747,310804
7790250057086,317556
7790250057765,293977
7790990002834,315220
7790990003411,316047
7790520029096,278746
7790990003046,293077
7790990003022,293074
7791290796591,321705
7791130681384,244504
7791290796416,318008
7791290796447,318011
7794440101702,122521
7791290794160,311176
7790990003121,293080
7793253005481,292485
7790520026187,314601
7500435252935,321803
7791290795655,309883
7891150091986,318247
7790520028945,315803
7791290795662,310146
7791290796645,321707
7794321019218,315043
7790520028877,310803
7790520996497,316218
7791290796669,321704
7703147350818,317642
7793253005498,287307
7793253006822,321614
7790520026132,318244
7790520028969,315792
7790520031556,318278
7790990003145,293082
7791290795617,310147
7790520996473,315831
7791290794962,312840
7791130963411,312773
7791290795594,309884
7790520031044,315794
7791290795570,309881
7791290796102,317290
7790520996428,315824
7790520029553,316221
7791290795808,311791
7790520031488,319911
7790520996381,315808
7791290796539,320702
7791290796621,321703
7790520028631,315833
7790520996435,315827
7790520031501,321155
7790520996466,315830
7790520028082,310805
7791290791954,312867
7793253007072,321611
7790520028952,314611
7794440760008,318987
7791290795846,311792
7790520031549,318277
7794440760015,318988
7791130963428,312772
7798131250724,315976
7794440007141,154599
7790520031914,323171
7790520028419,321278
7790520028044,315795
7798131250205,279993
7790520028884,310801
7798131250731,315977
7702626204178,317743
7790520028426,321279
7790520029539,314607
7790520031518,321156
7790520999320,291083
7790520028440,321277
7790520995438,290547
7798131250199,279991
7500435243612,314643
7790520028464,321280
7793253170615,223601
7791199003028,310548
7808718510674,199792
7794757260819,315905
7791293051437,316269
7501030682332,199721
7791762814686,129586
7791293051208,313030
7791293051468,316267
7791293049960,317079
7891150097124,313186
7790250097617,310669
7791293048826,312166
7891150104839,321628
7509546702636,321433
7500435231237,313692
7791293051017,313184
7891150095700,312680
7891150095618,312679
7791293050560,309898
7791293051444,316273
7791293050126,317089
7790250097655,310665
7791293050928,312676
7509552964394,318313
7790250097648,310671
7791293049878,317082
7500435235365,310857
7509552930344,312760
7509552979558,321326
7506306254459,322967
7891150097148,313182
7790033338197,323093
7500435248037,316926
7509552935615,312493
7891024134702,316072
7790250097662,310843
7794626014949,305962
7509552964554,318311
7500435191456,317558
7509552925890,311131
7500435243674,312572
7798140257851,311630
7891150103504,321627
7791293050911,312675
7509552964417,318309
7509546690315,313111
7500435191494,317559
7891150103481,321626
7791293050263,317946
7791293051543,318975
7506306255050,316265
7790250097624,310666
7791293051581,318971
7791293051475,316272
7500435249348,316930
7891150097131,313185
7791293050607,309863
7791293051574,318972
7509546695525,311636
7896009498978,315027
7791293050812,312174
7500435247979,316927
7500435230094,307967
7500435248044,316928
7793008017936,311695
7791293051642,318977
7793008017943,311696
7500435241052,317563
7891150101784,321227
7509552928877,312764
7500435169486,319420
7509552930337,312759
7793008020431,317385
7500435231244,313690
7891150099906,316702
7509552925913,311128
7506306249981,311948
7791293051550,318974
7899706188340,313201
7793008019725,312544
7506306255067,316316
7500435243681,312574
7793008019060,310828
7791293050454,309922
7891150101647,318306
7791293051024,313183
7509552937343,312757
7891150104822,321625
7509546693736,315277
7790740001797,316312
7791293050416,309925
7793008020424,317384
7506460101088,315754
7509546703640,321428
7509552923940,310184
7500435241045,317562
7793008017929,311694
7793008019053,310825
7791293049779,309425
7509552922295,313967
7791293050850,312170
7791293049748,309429
7791293050881,312066
7793008019770,312548
7791293051482,316271
7791293050072,310322
7891024116319,321432
7798140257868,311631
7500435249355,316931
7791293050430,309920
7793008019749,312546
7791293047034,306696
7500435191586,317561
7500435247955,316925
7509552948172,317427
7790033338173,323091
7793008019787,312549
7509552948073,308143
7509546690285,309846
7509552923933,310183
7794640170102,230453
7509552948097,308130
7793742003004,316116
7791293050768,312387
7891024179437,187017
7500435243698,312571
7891150099920,316274
7793008019756,312547
7509552948547,315458
7791293051659,318978
7794626014956,306006
7791293047041,306694
7791293047874,312386
7509552948004,308138
7509552947991,315459
7891010882990,303519
7509552948189,308125
7509552948028,308140
7500435249331,316929
7891010251031,307952
7509546702605,318537
7791293051420,316268
7790773008459,192924
7791293051666,318979
7790033338166,323095
7793742004698,306015
7500435237604,314637
7798181641411,715337
7790250042792,310672
7702425632189,318570
7500435237598,314638
7794626015359,317270
7790010003308,310418
7790010002967,310419
7790010002950,309983
7790010002974,309980
7891010257378,321461
7790010003254,310414
7790010002912,309984
7790010003278,310416
7794626013973,310829
7702031244592,310878
7790010003193,310412
7790070036605,716576
7790010003261,310415
7790360982018,716895
7790070036599,716575
7891515629458,716550
7891515629465,716654
7790670052791,715333
7790070040046,715885
7790070040015,715884
7790670052562,714849
7790670052722,715537
7798342151582,714722
7891515586720,715857
7790360982247,716455
7790670052708,715535
7790670052999,716450
7790670052616,714847
7790360982254,716457
7891515588410,715856
7790670052739,715536
7798342151391,710876
7790670052555,714848
7798342151971,716584
7790670052715,715534
7790670052609,714853
7792180143402,714864
7790174001301,714901
7891000115619,280393
7806810221009,208943
7806810210010,269988
7793015001041,221232
7790503199099,283905
7792180004741,224400
7792200000319,866750
7622202839962,324100
7622202293733,321231
7790070265333,311144
7790040719804,163264
7790070335982,309758
7790040143517,312155
7790503000296,257972
7794000008274,312087
7794000008281,312086
7790045827733,317272
7790199602910,707623
7790070507372,221395
7794870000330,281108
7798224213261,317697
7790310986615,313849
7798151953551,321308
7792180140562,711626
7794520869355,310431
7793890259261,715351
7794520869294,310435
7792200000791,889563
7793750009777,282619
7792180146106,321319
7793890262162,716942
7791120037559,104279
7798125811085,310945
7790387001440,315034
7798031470871,317791
7793890260724,715918
7794520869034,294769
7798224212035,317701
7792180007254,253957
7790580152123,318421
7790580152130,318422
7790387001464,315035
7790070336668,311148
7798061191739,317931
7798224212066,317696
7790580152109,318079
7790040152793,323131
7790070431738,309313
7790310985793,310351
7798031470888,317792
7790310985649,299331
7790387001433,315033
7622202288319,317959
7798224212127,315425
7790412000288,295731
7794000008915,312731
7792180146120,321318
7790580152147,318420
7793890261509,716365
7622202333255,324581
7794520869317,310430
7790387001419,315031
7798224212288,315428
7790670052203,714446
7790670052517,714857
7790398100132,182073
7797906054925,714995
7790670052548,714854
7790787960927,717390
7791337061507,715698
7791337010321,717423
7794990177523,715607
7791337010406,717439
7791337010512,717405
7790244941827,715025
7790742340306,709766
7791337009776,716299
7797906055014,716209
7791337009608,715454
7797906054956,714997
7791337010390,717440
7790787960880,716479
7791337009851,716387
7790787960873,716478
7790670052869,715332
7791337010444,717425
7790742667649,708900
7794820903070,714980
7790742667328,708899
7794990177530,715827
7790742326607,716887
7794820903087,714981
7790787960774,715637
7790670045465,700779
7794820903605,717244
7790742667311,711085
7794820903513,716923
7791337008663,715187
7797906054918,714996
7790070036513,714939
7791337060944,715134
7794820903506,716922
7790070036001,713316
7790742326300,716888
7791337008670,715183
7798060854345,716568
7792180136985,709879
7790787960712,715635
7792180136480,709385
7794990177585,715828
7792180004789,224402
7791337008489,714822
7793890261462,716360
7791337008687,715181
7794820903094,714842
7790070035707,715609
7793890259018,713282
7790742437105,317032
7790742249906,715414
7794820000304,786020
7793890261479,716366
7790787960781,715639
7790787016518,716459
7791337008656,715186
7794990172757,714748
7797906054987,715512
7793913013733,716518
7794820903292,716965
7793890261516,717296
7791337008694,715185
7790070433220,224470
7793890262391,717445
7798302800437,715936
7794990177578,715829
7790670052678,714858
7793913013740,715324
7791337008700,715184
7790199602934,707625
7792180143419,714866
7790787960811,715633
7798383010138,714528
7798183020351,714742
7793890262414,717446
7798181641428,715576
7798183020368,714733
7798181641442,715577
7798183020344,714732
7791813888475,312054
7791813888406,312050
7798353194752,313549
7791661000333,321698
7791813444473,165059
7794450948694,317662
7791670027833,312417
7791728248265,281984
7798324540137,317841
7790984005162,282281
7798324540113,317840
7798162671314,316284
7791250003400,314561
7798324540045,286336
7798130466232,309914
7790314080142,313445
7790703206221,314613
7790895649837,315798
7798130466270,309913
7791728247688,110286
7791728001082,441935
7790580154240,323177
7896009499128,315029
7791293049953,317081
7509546697536,316254
7509546697567,316252
7891024032886,318220
7509552964561,318314
7509546653396,322673
7891024034767,317995
7509552979541,318315
7790010003070,310421
7791274197741,459839
7791293047850,312382
7509552920932,309683
7509552859119,307456
7509552911961,312497
7794626013829,311963
7791293050508,312892
7791293050119,317087
7891150055780,315160
7790773008404,182289
7891010257385,321462
7794640170164,185882
7500435260497,322442
7790940000019,167015
7791293050041,317083
7891010255220,313023
7790250042822,310673
7791293030203,254825
7791293050485,310316
7790010002981,309981
7509552940428,318997
7509552900750,312496
7791519704338,306183
7891150049895,315162
7509552940435,318996
7790010003087,310422
7794626001475,156351
7891010255305,309495
7793008018995,321126
7792640007732,310201
7891010257521,321457
7500435231480,319421
7790250040897,317114
7791519705441,311092
7896015519223,147234
7793008020448,315791
7790250042150,312662
7792640006711,320515
7793008018988,310823
7509552923797,310171
7509552923759,310169
7790250042181,312659
7790770602933,321844
7791600295462,305167
7793742008740,321730
7793742007439,318546
7798140253945,305976
7790590016477,312361
7794440001729,952630
7790560000819,104743
7794440005505,884359
7702626219912,317658
7791190003706,309927
7793253007157,318564
7791190003690,309926
7790520028433,321282
7791828900056,313121
7794440006564,247578
7790560001076,103045
7790560003810,153331
7703147350955,318048
7791290796577,321414
7790560001106,442912
7794440007172,264933
7790613072206,311973
7791199002526,310550
7790520031495,319909
7791290794979,312841
7790520995384,287600
7794440007264,278022
7793344019823,308710
7793253006792,317988
7793253007065,321612
7790520026309,316226
7790990002926,317651
7794440006502,107816
7791290796393,318249
7790520027023,320974
7794321550032,266713
7806810001717,281237
7703147350849,318050
7791290796584,321415
7793253007102,318561
7793253007140,318562
7790117061973,313005
7793253007003,318565
7793253007249,321615
7794440740031,322612
7794440007301,282915
7791274200915,310678
7793253007126,318563
7790117061997,313006
7896001000742,284709
7793350995166,321984
7798262020197,290527
7795245073669,278881
7791416078112,311486
7891155040958,265360
7794321882003,274065
7791231160009,233703
7790900001155,276326
7792281409032,279951
7891155040903,265362
7808718510551,280921
7891155078944,290687
7796988003029,276975
7792180131935,272343
7798103300235,107658
7501037600018,219614
7790272008387,317386
7798154950014,282449
7790070231697,288493
7792180131942,272344
7792180005205,235731
7792070071716,317999
7798383010169,714527
7798383010152,714529
7798383010121,714525
7794520869331,310436
7790310985809,312121
7790310988114,323044
7794520869324,310438
7790310985670,312725
7798187212202,317318
7792180146090,321317
7790310985830,310279
7794520869577,321726
7790310987780,318472
7794520869782,321725
7798187211915,316794
7790310988220,323111
7790070336446,312914
7798048720396,100327
7798031470789,315008
7798031470819,312637
7798048720488,100326
7790070336538,312912
8445290993045,309858
8445290993021,714799
7794000008687,311632
8445290993069,310108
7799037060493,317434
7799037603003,294864
7792180145758,321315
7792180145628,321314
7799037145176,294863
7790070336972,311151
7798370550159,299818
7794000008243,313192
7790580144951,316064
7798456650124,322328
7798456650131,322329
7794000008229,311188
7790580145460,316058
7790580137960,292539
7792180142191,313845
7796373002248,309975
7798456650148,322330
7790070431523,309312
7798334587054,295980
7792180143921,315247
7792180142931,310035
7792180143037,312245
7792180143051,312246
7622202218729,312520
7792180142924,310033
7790310984475,285003
7790040143548,311934
7792180142948,310036
7790503000364,282134
7790380023487,313081
8445291121904,316310
7792710006153,453459
7790150250426,291046
8445291121881,312608
7798418980016,317285
8445291121843,312607
7798418980023,317286
7790150370100,312643
7790150231258,290310
7790150231333,290311
0000077969088,282573
0000077961815,243390
7790150231173,290309
7622202247286,315921
7790580131272,315357
7790580152116,318080
7790580146047,313026
7622202247316,316074
7790580152093,318077
7792360096634,312184
7790580120085,318430
7790580146092,312465
7622202228469,317957
7790040150072,317788
7622202288197,318519
7793323004260,292976
7792180141859,298984
7792180141903,298989
7792180141873,298988
7792180141880,298985
7792280006140,315767
8445291311510,313953
8445290154125,317836
8445291830806,317838
7790150812549,289610
7891000249833,317191
8445290814425,317835
7891000421420,317196
7613036071499,277521
8445291061347,321856
7790150161029,287917
8445291367272,323043
8445291586864,315208
7790170903715,288889
7790150080573,313206
7790150161128,287918
7790150080900,313205
7790150101490,286081
8445291749221,323709
7791118013343,316965
7790170904668,286083
8445291749672,323708
7798343751446,321385
7798343751095,321388
7790040142480,311212
7790040142497,311213
7798169802773,311240
7790150831106,284867
7792981071287,317765
7792981071263,317763
7792798015344,322586
7791913000746,296612
7791203001231,863807
7791843004982,134320
7798051302244,322615
7790975198774,283384
7790580141509,314376
7790975022345,150379
7790580154219,239338
7790580154233,239340
7798123970685,317203
7792410544023,316182
0724751009876,317262
7791200200620,276059
7798131200620,108197
6001108103956,317393
0763571806012,317263
5000299611104,296725
5000267114279,128215
7791337007796,714362
7790742437303,317325
5000267107776,128216
7791337010161,717203
7790742437402,317324
7793046004141,241665
7798095172100,320020
7790580504809,101939
7793046001416,241667
7793046002215,241669
7793360126994,709717
7790787960934,717539
7790670052418,714715
7798338291544,716342
7798338291551,716343
7791337009394,715196
7790670052401,714716
7790079010828,740390
7798164602606,700072
7790670052395,714714
7790670052364,714444
7790360983947,717285
7790360983954,717286
7790670045502,219055
7790360026002,262032
7790079000317,746576
7790742223203,710128
7794990880225,185420
7891143018396,710656
7790787002931,234484
7790742102805,458233
7790742223104,710116
7790742167200,708897
7790742223302,713603
7790244941872,716832
7790742167309,708896
7793890262360,717618
7790742167101,708898
7790079022593,711089
7791664000125,784400
7790079021619,708636
7790079000638,756733
7798013100697,701781
7798013102875,706471
7790079000904,756687
7798013106910,708142
7790079001031,223696
7798013108136,715710
7790079022623,711104
7798013108143,715709
7790079019159,233535
7790139101695,298805
7790079019326,233559
7793890262148,717336
7793890262155,717337
7898954933467,716908
7793890261837,717430
7898954933610,716914
7793890259698,714375
7798171572763,708606
7792180143426,714865
7500435159999,315373
7791130963329,312766
7791290796546,320703
7793350000242,452697
0000077958945,927910
7793350992660,121458
7793350995012,321985
7793350992677,121459
7793350995029,321986
0000077958952,927929
7791130001670,235003
8901023025075,318254
7790520029577,316220
7793253007010,318567
7791130065832,155293
7793344009503,280055
0656750749289,282398
0656750749296,322142
4023103147737,260253
0754697468864,322155
7794440007165,178852
7790117001856,284345
7790117001559,223165
0754697468918,282400
7798184582292,316230
4023103200982,322380
7791905004486,311876
7790990003275,309396
7790990003053,293079
7790900011246,233202
7791905023845,311867
7791290795754,311793
7791905023951,311869
7798184581578,276069
7790520028914,316224
7791905023890,311868
7790520026293,316227
7790520028938,314603
7790520028921,316225
7791293049694,312064
7501056342999,214446
7791293050652,311745
7791293050645,311746
7891150100282,317188
7500435191524,307186
7509552874013,311127
7509552851625,306960
4006000040424,311262
7791274198564,307473
0000042277095,322370
7793742008276,318544
7798420160628,305301
4006000005478,311276
4005900985828,303744
0650240051647,305853
0000042429142,311258
4006000067919,317066
7798420160635,305455
4006000120294,321396
4006000005485,321250
7798420160611,322057
4006000040349,311263
4006000040417,311261
7794640173196,307477
4006000040356,311264
0650240051630,305852
7794640173110,306823
4006000104591,317064
4006000128603,322368
4006000005492,311275
7509552962598,321327
4006000067933,317848
7509552840322,304677
4005900957061,322366
7798101910177,303729
7798140253297,306677
4006000063102,303866
7790064104709,317733
7509546693170,312377
7891024134610,316071
7509546695518,316073
7509546068558,306753
7500435231220,321401
7891024035825,303904
7891024136300,233314
7501006719932,305837
7500435170987,305840
6920354824395,304806
0000077987983,305226
7898422744335,315163
7501086472048,215075
7891150049871,315161
0000078924529,116709
7805000784027,315844
0000078924468,312720
7506306249974,311947
7791293051710,322968
4006000196107,321839
7791293048802,312164
7791293051772,320841
4006000050188,311267
7791293048819,312165
7791293050935,312677
7500435169646,314639
7791293050867,312171
4005808524105,322372
7791274196461,238374
8715200817205,321843
3086123549999,304962
7500435203982,307764
7790940216267,312507
7702425543973,321406
7794626014963,306005
7794626010835,306956
7790250097563,310667
7794626013430,312228
7500435250559,317391
7791905024927,315169
7790770602384,313032
7790416018593,310010
7791600603021,166831
7798350089006,317015
7798350089020,318276
4008600400028,317961
4008600407508,317960
7790010003063,310420
7798420160109,318004
7790010003247,310413
7790064105034,317739
7790064105041,317740
7790064105065,317741
7790064105010,317738
7791416072097,291573
7791416066331,278263
3154144642101,288510
3154142427939,171588
3270220000167,278782
7798093912135,993727
7794757271013,171600
7792216210498,262970
7795513077832,294309
3154148627128,294404
7791762255205,829773
3154144644105,263127
7794757260017,278679
7792216856641,316183
3154140379100,171586
7794757272010,159750
3154148616009,315896
7703486037487,269207
7792216856658,297716
7501030666998,321657
7795245683394,225356
3154148610113,185275
7501843504197,316174
3154148454694,310617
7791905024699,311930
7500435235433,310860
7792216211235,262971
7792360002079,162922
7790139101015,298790
7791600022136,310528
0000078944855,307287
0000078944794,307288
7790940234025,312519
7792360002123,193917
7791293051635,318976
7790598012358,107689
7790577006903,271494
7790199603504,279603
7790199603467,279600
7790199603474,279601
7790040141254,315364
7791293050980,312672
7790079000867,102779
7791293050973,312671
7790598013782,136956
7791293051000,312674
7790787206155,937630
7791293050966,312670
7790787201303,140082
7790520030368,317883
7790079015649,153682
7790580148959,317806
7790742448101,715060
7790742448309,715058
7790580148973,317805
7790580126087,277181
7791130001663,235002
7791070000412,249680
7500435230100,307966
7500435235464,310870
7791905024682,311926
7793893001966,708061
7500435235310,310868
7791293047829,307561
7790940216250,312505
7790580131388,285114
7790577044837,285799
7790577000055,855960
7790787960460,714545
7798131250045,279996
7790742341709,717589
7793147571283,278070
7790895000997,109363
7793147570606,273985
7790895001000,166332
7790895067570,116405
7792798014019,310222
7622201703172,284377
7790895003295,216454
7790895640025,133036
7622201702625,293968
7622201682026,290249
7790240042108,126167
7790580129972,286549
7790895003301,216455
7790580129576,286543
7790895064166,185576
7790895003325,216457
7790895000270,113549
7790070760579,299269
7798074864675,296531
7790895640476,141772
7790314063848,284968
7790580141943,314375
7790895640483,141773
7790950133318,250561
7790950130805,245074
7790950133349,250565
7790895641237,161056
7790950133363,250568
7790314079672,308252
7791813405030,315757
7790975198934,283379
7790154008306,283909
7791813403012,311009
7790314054105,150181
7790154000829,291301
7891991304870,325027
7791813405023,315756
7791813405016,315758
7790314000416,864471
